Formula,Volume,Density,IDs,Uncorrected EPA,EPA,Formation EPA,Equilibrium Reaction EPA,Atomic Density,Bulk Modulus,Shear Modulus,Sound Velocity,Thermal Conductivity,Debye Temperature (K)
Sr4 Si4 N8,226.12193135977668,4.22163116964529,mp-4549,-7.123251675,-7.303751675,-1.356801341666666,-0.077649230714286,14.121345697975595,96.042,34.515,30.05995330888429,0.961812534320318,9227.385683862214
Li8 S4 O16,344.8464595562654,2.117664817573618,mp-4556,-5.882567406071429,-6.275138834642857,-2.3114046031845232,-0.2226924787499999,12.289673610529366,45.0,21.273,14.8101176404499,1.149589587894815,3949.716671837105
La8 Si4 O20,479.329334943441,5.34739759781693,mp-5152,-8.35374336,-8.78311836,-3.778476201874999,-0.041964144921875,14.958207363957104,99.469,44.933,28.81187248819264,0.9254431475242232,6884.929110782831
Ba4 P8 O24,526.9251555231556,3.722038320461711,mp-559939,-7.238257746944445,-7.696257746944444,-2.9814415265740744,-0.024429962500007,14.6421928971167,51.839,24.574,13.382930483662722,0.8301392927762341,3098.6597378196916
Ca12 Si12 O36,821.1235687247356,2.818933205803429,mp-5733,-7.490794123666666,-7.902994123666668,-3.448033938666667,-0.034236782416668,13.6610300828651,92.34,47.273,32.235550262685514,1.376658880697637,6437.823541833238
Na20 Si4 P12,770.0180992507873,2.035347202945763,mp-5929,-3.5550691800000003,-3.5550691800000003,-0.413085622528735,-0.09649071111111,21.38982839262454,30.046,16.822,10.863700644783384,0.7125430218848351,2216.569438553481
Nb4 N4 O4,133.40131773585813,6.119908815353057,mp-7596,-9.422479738333331,-9.771813071666664,-1.9765594149999992,-0.025314430298847,11.111368533220322,236.601,110.04,125.89081510946912,1.648068022081844,46076.47770991254
Ca2 B4 C4,107.0994466456746,2.658160022309838,mp-10289,-7.095505554000001,-7.095505554000001,-0.331162672666667,-0.1357142455,10.702645890088473,135.308,95.251,137.0953277498849,2.307008518997597,53988.423273082444
Ca2 Be4 N4,106.76662105635783,2.678713424796148,mp-11918,-6.336331049,-6.480731049000001,-1.249247957,-0.126072514833332,10.679184277107948,112.136,62.379,79.42231932411073,1.901647844533287,31308.891967436815
Sr2 Be4 N4,120.54667090710244,3.682290640071295,mp-11919,-6.223130039,-6.367530039,-1.199268232333334,-0.160019475666667,12.056121008951752,104.82,68.742,76.40548700223707,1.548799080420181,28925.229957395426
Ba2 Be4 N4,137.1506571392769,4.4401443031525645,mp-12927,-6.178434988,-6.322834988,-1.108676884,-0.10631643511111,13.71110287468897,98.183,62.055,63.112327300307655,1.23372089857307,22886.836313928605
Sr2 Ti2 O6,122.55854213516308,4.972062132276023,mp-4651,-8.025822916,-8.438022916,-3.552249219,-0.057311948666665,12.237044261897775,168.22,101.114,121.2170984789125,1.61132320562454,45637.48153751009
Sr2 Li8 N4,198.46987924816625,2.399527686352929,mp-15845,-4.151765274285714,-4.254908131428571,-0.540883164285714,-0.015463272857148,14.16591996153859,52.666,28.749,26.33473695051834,1.1309434924646,8443.170963976456
Ba1 Mn2 P2,93.90714328354994,5.466641352059239,mp-19857,-6.975920726,-6.975920726,-0.761998618505747,-0.052681163933332,18.733818760746395,82.846,48.364,56.06495551209498,0.801629514943703,23067.283827209016
U1 Fe2 Si2,72.6267824691178,9.28026866014638,mp-20924,-8.338935056,-8.310535055999999,-0.494117357999998,-0.043441095,14.415831357238128,177.23,89.691,105.09738894440052,1.006222147920562,47108.363504930734
U3 Si2 C2,111.92853754886434,11.78369302303253,mp-28838,-9.27980414142857,-9.259518427142856,-0.233490273571428,-0.026212657738094,15.99523345927955,136.797,80.702,69.5724437612255,0.7841223625748861,26997.79986727593
Ce1 Mn2 Si2,80.8541872101997,6.287810068321808,mp-2965,-7.607026277999999,-7.578626277999999,-0.5570751181724121,-0.062404128666664,16.16219371372997,123.478,70.832,88.78325399027722,1.000551398461862,38397.425203452876
Ce1 Fe2 Si2,76.59889368968635,6.676438995327596,mp-3035,-7.402376186,-7.373976185999998,-0.6292226589999981,-0.082672506666664,15.31455860778158,142.193,77.717,99.15886684719264,1.058406380609325,43664.57399948646
Sr1 Fe2 P2,82.95790711018567,5.229499402330492,mp-3299,-6.715007004,-6.715007004,-0.823778826666666,-0.130277073666665,16.5933003969503,94.787,55.96,68.29590332241233,0.956282207076356,29285.085446530426
Sr3 Ti2 O7,159.2825468928585,4.905953373917859,mp-3349,-7.71711136,-8.117861360000001,-3.493262074305555,-0.003999720833348,13.254011089169714,139.441,83.293,88.56083130050479,1.396737899710653,30553.28070096117
K2 U1 O4,127.9404324657931,4.9349163270186285,mp-3808,-7.431086962857143,-7.823658391428571,-3.065936688,-0.066150443809515,18.26189928960193,60.113,29.379,26.85954022563733,0.6784931486305481,9968.614635444574
Y1 Mn2 Si2,78.50711285840718,5.392623702384436,mp-3854,-7.761870394000001,-7.733470393999999,-0.605242842505747,-0.065451999249998,15.698619359320444,125.819,76.237,103.77468054975694,1.137909591299431,45323.868565149
La1 Fe2 Si2,81.81432794721363,6.226265267354357,mp-4088,-7.157835536,-7.129435536,-0.584098419,-0.058602145499999,16.317772081855612,114.246,72.994,89.72688173835425,1.003960020052662,38653.14604358145
Th1 Mn2 Si2,82.88773842423834,7.97507516670977,mp-4458,-7.937104845999999,-7.908704845999999,-0.590999867172412,-0.115055318749998,16.58071051671473,149.607,76.62,93.68579198751726,0.9166515128228092,40183.59197205625
Ba1 Fe2 P2,90.54721308051327,5.702756866641088,mp-4883,-6.74967259,-6.74967259,-0.812548115333332,-0.133004478466665,18.101606038318284,83.619,56.871,65.37260866120202,0.860230345582451,27225.462490792914
Y1 Fe2 Si2,75.0255425055318,5.683016367353609,mp-5288,-7.528330588,-7.499930588,-0.6485006693333311,-0.090101893499997,15.001102072426274,147.103,82.397,115.35629963146648,1.195379738082541,51149.74215680927
Ca4 P2 O1,153.69527723888174,2.574173123133237,mp-5380,-5.072601661428571,-5.170744518571428,-1.771178013095237,-0.203470895714285,21.956468176983105,61.778,43.882,62.06917130317117,0.985051942677421,21670.075677289078
Li3 U1 O4,85.63536688193447,6.26031328242927,mp-551675,-7.20630043875,-7.549800438749999,-2.948547609999999,-0.021298413124998,10.729448838855438,94.691,64.714,54.72665330609531,1.242349308400011,23219.59069694578
Sr2 Ti1 O4,97.8296063810898,4.873252819903025,mp-5532,-7.489746441428571,-7.88231787,-3.444271735238094,-0.010462693571425,13.95522736220016,127.094,75.758,93.684224227264,1.291599884269818,38023.18893675622
Ca1 Fe2 P2,72.89852907845548,4.868177475224153,mp-5597,-6.798333158,-6.798333158,-0.8438836953333321,-0.133005394333337,14.562487884307007,93.804,79.373,100.7715006366447,1.243385802867393,45113.08391362346
Ce1 Fe2 P2,74.00481864964705,7.040081904393852,mp-6957,-7.735556336,-7.735556336,-0.995609018333333,-0.067695630000002,14.830396606355045,129.529,90.105,108.90092255481952,1.112030429455414,48508.29845934069
Ba3 Hf2 O7,194.2231044221084,7.531870056260026,mp-754128,-8.267853699166666,-8.668603699166667,-3.643017872916667,-0.002343180833328,16.17195178224594,124.136,71.974,62.052705727748965,0.9202383478803272,20038.517461366348
Ba2 Hf1 O4,119.8385335254111,7.165757170932913,mp-754363,-7.941929425714286,-8.334500854285714,-3.536360435714286,-0.010396157857144,17.110658513439628,109.181,59.646,59.84265956733302,0.8311738158545571,22699.547873489966
Ba3 Zr2 O7,200.1718474546721,5.860194600639969,mp-755895,-7.909434575,-8.310184575,-3.519513482083333,-0.001884478333328,16.659709562099522,119.003,67.526,65.1235263106773,0.9921879491566672,20819.75037024204
Th1 Fe2 Si2,78.11111282453105,8.501325723602246,mp-7600,-7.74949158,-7.721091579999999,-0.680184233999999,-0.197835986166666,15.728523653554516,146.711,88.832,104.34005310924252,0.9805129690349352,45647.66110994747
Ba1 Mg2 Si2,120.47241055287196,3.337110887489411,mp-7875,-3.529733288,-3.501333288,-0.307299068,-0.008280017249998,24.09537435854121,49.007,39.07,50.75667453381744,0.7584650581819431,19219.22743555807
Sr4 P2 O1,187.5799083256373,3.792621778256765,mp-8298,-4.75688256,-4.855025417142857,-1.63609115547619,-0.013098882321428,26.786963819709428,50.236,33.556,37.35455193275805,0.6250049186294311,12203.547632786844
Ba2 Zr1 O4,122.9780013994162,5.80449527925744,mp-8335,-7.635028247142856,-8.027599675714285,-3.430814742857142,-0.010711371428572,17.541736573585982,105.829,56.479,62.352206902752776,0.8850122849130061,23448.474442466613
Ba2 Hf1 S4,195.6989024884364,4.933313598339726,mp-9321,-6.255863384285715,-6.543291955714286,-2.2088721875,-0.014327783928569,27.968074162096663,56.786,30.354,31.178674753921715,0.5160941025592221,10043.178990800701
Li2 C1 N2,60.5185513406173,1.479103235622747,mp-9610,-6.62518092,-6.76958092,-0.8256807048333321,-0.5820580294999991,12.076224219427807,49.164,19.417,28.574382736113154,1.344642499028444,13610.94685963262
K12 B4 N8,485.0517187347021,2.137852002575701,mp-1029756,-4.8709623295833335,-4.991295662916667,-0.544032585944444,-0.024219230638889,20.185495926117323,29.455,12.232,8.447091710611506,0.628742352448176,2010.5602877878596
Sr4 Cr4 N8,241.2319342757036,4.615563601714412,mp-1029838,-7.8180659275,-7.9985659275,-0.994683234166666,-0.0153493103125,15.076995892231473,92.015,32.947,27.45403812665471,0.8608415293724461,8247.688224786549
Sr4 Mn4 N8,236.98838451420136,4.780665500467443,mp-1029878,-7.559844468125,-7.740344468125,-0.859219819274425,-0.1368358060625,14.79022263705906,92.183,30.4,24.81983349289554,0.825842754666917,7500.566636392079
K6 B2 P4,355.9994983594579,1.7729864069379162,mp-9664,-3.868477810833333,-3.868477810833333,-0.395612206638888,-0.072750300462962,29.72040969493956,18.515,8.013,6.817584657448328,0.431308413301642,1798.95319261713
Sr6 Al4 P8,453.16827773411967,3.229836249505314,mp-9843,-4.799490573888889,-4.799490573888889,-0.998063679814814,-0.148524459027775,25.17979239831566,51.236,29.669,25.640519955475,0.672027618956612,6242.7759164584695
Na8 Zr4 O12,310.91263745743447,3.956541940858105,mp-990440,-6.868541970833333,-7.212041970833333,-2.872602932183908,-0.246526216666667,12.936326252829916,80.895,50.952,36.9271381015754,1.230768813092341,10193.847625159888
Ba1 Ti1 O3,67.97032701923264,5.696967715895181,mp-5020,-8.011706982,-8.423906982,-3.492236987666666,-0.022202176666652,13.538714834699396,94.151,40.831,43.52908302958125,0.9146110070598372,19947.042438880933
K1 Nb1 O3,68.41836472291558,4.368736609953004,mp-7375,-7.655239236,-8.067439236,-2.8563218356,-0.098092642416667,13.67089685258238,103.322,30.726,39.5990080350256,0.920038242610518,18106.435290279234
Li2 Nb2 O6,111.26706337251336,4.412866742698355,mp-3731,-7.858139835999999,-8.270339836,-2.899517651666666,-0.024294515375,11.113536024697249,103.121,49.129,46.87318596608123,1.29408541570805,18225.361824364812
La2 W2 N6,131.5044547095119,9.211968998614635,mp-989524,-9.58649992,-9.80309992,-1.222375497999999,-0.298308043,13.148061783576264,167.515,55.095,48.5601463587149,0.8669516090458561,17858.200559631892
Na2 Hf1 N2,85.21340226609667,4.920092057882958,mp-1029309,-6.605423433999999,-6.749823434,-0.894777540620688,-0.00327460091379,17.028340362284396,33.135,21.646,16.60082336935852,0.5971887682428271,7055.011938119076
Sr1 Mg2 N2,73.57960100624621,3.706633071971981,mp-10550,-5.008238686,-5.152638686,-0.840030005333333,-0.015811305833334,14.703821924575248,93.805,71.102,101.8498679292526,1.355881108846136,45454.70391135145
Mg1 Be2 N2,38.60806859335326,3.025453282009778,mp-11917,-6.19856063,-6.34296063,-1.192541504,-0.081990606083333,7.719013033739292,184.695,166.544,308.3581263520268,3.464759069804353,170621.11086195425
Mg1 Re2 O8,195.46824993349577,4.457544534283947,mp-1541458,-7.909850494545455,-8.409486858181818,-2.402848452727272,-0.189503213522728,17.71723533606855,16.491,11.846,5.4933081673320014,0.447571417008386,1770.1665873660102
Li2 Zr1 N2,51.731922888481854,4.272989523465132,mp-3216,-6.911168072,-7.055568072,-1.247860829333333,-0.1543092565,10.367039547181168,132.436,113.262,163.41735696463587,1.989273839785349,82019.70421136907
Li1 Cr1 S2,63.729927569231634,3.206621056122884,mp-4226,-5.960372165,-6.211872165,-1.253154647395833,-0.068024796875,15.933873471803096,64.206,40.013,54.96603372711925,1.056121552746911,25735.405600185855
La2 S1 O2,99.5935073244124,5.700134252704574,mp-4511,-7.964023348,-8.339423348,-3.558546130625001,-0.135765245446435,19.907957795968617,,,,,
U2 P1 N2,81.63807799519857,10.882949697723795,mp-5381,-10.298347494,-10.442747494,-1.508925018666666,-0.107143978428574,16.328086497360307,153.594,86.061,91.48167523719208,0.8344154714165261,39437.33966499576
U2 S1 N2,82.53336701933726,10.786851084901212,mp-5739,-10.255983502,-10.500983502,-1.822531554624998,-0.15483351683334,16.499988408143913,133.28,79.861,80.28280139582887,0.7972352414174071,34484.06895722833
Ca1 Mg2 N2,67.15789285488633,2.885546670089735,mp-5795,-5.17325478,-5.31765478,-0.9418248139999992,-0.033679428999999,13.42336572103251,101.805,73.927,120.50648721459817,1.672359738395973,55443.252141387085
Sr1 Al2 Si2,114.12230990198314,2.877424856812465,mp-6931,-4.301805079999999,-4.27340508,-0.267148845333333,-0.039581218,22.80762370380549,58.659,38.924,56.82957526143727,0.8606419075706321,21910.6696095367
Ca1 Al2 Si2,106.27298364595968,2.347097204358109,mp-7704,-4.369010952,-4.3406109520000005,-0.271133432,-0.051900787666668,21.22672348705597,60.78,42.058,67.9512120194692,1.034826486781312,26828.374410449713
Li2 Ce1 N2,61.1141177950916,4.945453711729762,mp-8181,-6.265226422,-6.409626422,-1.124841474333332,-0.195606301777776,12.217551377415004,110.495,65.413,80.12210089055237,1.3032390910683311,38040.33162080765
Ba1 Mg2 P2,127.22290362922216,3.2354389417354152,mp-8278,-4.12024428,-4.12024428,-0.931016269333333,-0.159221002333334,25.44837632626244,51.07,38.104,51.6702083366011,0.7385296435586071,19212.750141120374
Li3 La1 P2,106.92800080409272,3.442518759450949,mp-8407,-4.59283756,-4.59283756,-1.011274106944444,-0.024136779166667,17.838494276419464,56.817,45.426,53.43092607147533,0.984083255006268,21052.428886850957
Li1 Ti1 S2,63.88123376709762,3.091693508914835,mp-9615,-5.9454297525,-6.1969297525,-1.6776010982291671,-0.0355503475,15.952800917800891,65.258,48.553,70.13117130884848,1.1639237437378571,32809.88824917071
Li2 Ce1 P2,99.30804052901932,3.61084538019474,mp-9912,-5.11569143,-5.11569143,-1.000183449666666,-0.016657493249999,19.89020510592237,57.891,35.063,42.99653907418495,0.806105333403339,17363.785729154886
Li1 Sc1 S2,71.70123744384462,2.687083616555947,mp-1001786,-5.8983234725,-6.1498234725,-2.021250546145832,-0.073186737812495,18.04060733411022,55.65,32.783,47.60059881457967,0.96893815063568,21428.33936964975
Ca1 Zr1 N2,54.123469850076624,4.887887763172353,mp-1029267,-8.290188195,-8.470688195000001,-1.664115605000001,-0.211616651875001,13.520636332424864,159.589,113.863,191.7004668917824,1.58961545903073,94776.08892375506
Ca1 Hf1 N2,52.6194904803537,7.781490178470417,mp-1029359,-8.753623965,-8.934123965,-1.775179274999999,-0.211781833906249,13.14270056724406,167.939,121.918,165.72134475551064,1.326190164892724,82705.4098818455
Ba1 C1 N2,84.18222586086415,3.4983445430949143,mp-1029375,-7.749806045,-7.930306045,-0.975148474375,-0.410479388125,21.008584682710133,46.455,4.322,6.67279009111511,0.298845587307799,2847.331034268008
Sr1 Ce1 N2,69.48682202579566,6.111689355935625,mp-11178,-7.2653045625,-7.4458045625,-1.371911447916667,-0.18035470625,17.35785582233236,114.646,56.597,75.47462807906544,0.874750807781645,34332.42869256311
Sr1 C1 N2,70.38403825428415,3.011450042144034,mp-12317,-7.75531311,-7.935813110000002,-1.038025911041667,-0.487545446875,17.56363908223465,56.929,13.863,19.08192017102992,0.6347420638721231,8643.063326411075
K1 La1 S2,117.8654679192493,3.411284001055787,mp-15781,-5.49242738,-5.74392738,-2.164100933562499,-0.146614861250001,29.47262319589357,37.153,20.828,25.60674664126297,0.494590124257646,9767.198562222418
Li1 Y1 S2,82.11357866636965,3.235126441475542,mp-15788,-6.00999185,-6.26149185,-2.099418421562499,-0.050479768125001,20.54004214175329,48.397,27.464,35.15974145574771,0.7413502342714441,15128.24442796418
Th3 B6 C3,148.5145987355462,8.91138003009155,mp-2997,-8.023796725833334,-8.023796725833334,-0.523469904791666,-0.028612642500002,12.374756174804537,181.305,124.008,110.72859642603942,1.308951724723486,39102.909535094455
Mg2 B18 N2,174.73474234044758,2.577470999726459,mp-30091,-6.758436456363636,-6.791254638181818,-0.422954555227271,-0.062288707424239,7.942017165322756,208.317,152.913,194.9687472359108,3.6081295032851433,65220.76703491615
Ba3 P2 O8,199.6645465356756,5.00598567724805,mp-3857,-7.192491396153846,-7.615260626923076,-3.294705405897436,-0.132717554999997,15.33267932522931,66.543,29.566,21.7545809064734,0.7638956221925991,6960.745557993034
Ca1 U1 O4,78.08686262756174,7.274948504695364,mp-3960,-8.752233925,-9.210233925,-3.69542494,-0.079024999166664,13.000430465283332,137.995,54.77,57.95845850020049,0.9697377224024252,25358.84729167749
K1 Cr1 S2,82.73037791899284,3.115617106234578,mp-4026,-5.694746675,-5.946246675,-1.1871601373125,-0.043365708749999,20.690077164766425,55.286,34.149,48.09689062862736,0.83237505039461,20643.170475892406
Ca1 C1 N2,59.46022349806631,2.237002465301234,mp-4124,-7.8683714,-8.0488714,-1.072057594375,-0.503588569999999,14.842799904892892,69.862,20.23,33.270111802939454,0.988489617215732,15940.98510531349
Na1 Cr1 S2,72.5469254479891,3.184247087243182,mp-5693,-5.7582346,-6.0097346,-1.19761647570043,-0.114624844374999,18.12996380482669,60.393,34.579,47.79539912591567,0.910154584206444,21431.935509462302
Sr1 Li4 P2,125.47820314584489,2.34674960567345,mp-570097,-3.708867432857143,-3.708867432857143,-0.8300402995238091,-0.012936232142857,17.912566330858777,42.562,33.657,39.54279117004612,1.023430544829014,14771.302849249232
Li2 Ti2 O4,70.89057535559253,4.066720635990802,mp-38280,-7.56094117125,-7.904441171249999,-2.979356947916666,-0.015902075624996,8.847901827933075,170.849,122.647,162.25686817568544,2.397270259304893,73318.67792643487
Sc2 P2 O8,129.60998024149708,3.585444652511118,mp-4200,-8.152946565833334,-8.610946565833332,-3.354677293888888,-0.104024354513883,10.786873606338313,149.784,78.155,93.08407049078907,1.83510479731904,34398.162007845254
Zr2 Si2 O8,135.90265915548878,4.479509128841527,mp-4820,-8.728236886666666,-9.186236886666666,-3.558759773333333,-0.018358949166668,11.31266270655245,202.03,97.007,120.89229527042426,1.782715885649988,43973.968888526004
Y2 P2 O8,148.00441022689594,4.126029676304857,mp-5132,-8.305113076666666,-8.763113076666667,-3.484510136666666,-0.203647525972217,12.315878573038836,133.65,60.18,65.42207316412454,1.3882054851397871,23129.792623870566
Th2 Si2 O8,165.0007776368507,6.523797729344361,mp-5836,-8.8068350075,-9.2648350075,-3.826331624166665,-0.008844590833332,13.710882811901724,162.659,58.134,57.09976476339973,1.023325002955621,19469.045261991123
Li2 Sc2 O4,83.47670359775162,3.337748173721913,mp-5840,-7.53544963875,-7.87894963875,-3.344621143333333,-0.091064025156248,10.422001468853274,118.79,81.291,104.03643705161764,1.9405823063908991,44518.24435339138
Na2 La2 O4,132.6045233210622,4.8560730718905925,mp-755586,-6.73573494375,-7.079234943749999,-3.040621341637931,-0.079831027968749,16.676723832693952,82.441,37.902,37.91451674335761,0.8316905198014221,13904.591122401935
Nb2 B2 O8,110.76616834875456,5.028562076035156,mp-8615,-8.592229218333333,-9.050229218333332,-2.954805746527777,-0.018995873789677,9.21815010206351,249.352,141.476,174.80471043011613,2.300229989659668,68070.35683901892
Na4 Ti5 O12,241.2559058998349,3.601728631139362,mp-555678,-7.677573733333334,-8.070145161904762,-3.110950242041598,-0.002317543061231,11.469933911205,133.543,60.956,57.83088338675369,1.566486817579642,17372.925170894112
Mg2 Ti2 O6,105.58040382890852,3.78000660697024,mp-3771,-7.824705655,-8.236905655,-3.368974638666667,-0.010149502166665,10.541018691981234,161.087,74.471,93.61699313079,1.786510209121321,37042.45215723255
Sr10 Si4 N12,441.1114940410337,4.354039078857811,mp-1029868,-6.329546059999999,-6.496161444615384,-1.164078915641024,-0.066964852692305,16.952500842165126,81.348,38.641,27.785637984013984,0.872278704597742,6826.143533760259
Sr8 Nb4 N12,435.6373291114816,4.729103990788556,mp-17701,-7.45740155875,-7.637901558749999,-1.222938771805555,-0.175223166586024,18.14192082428657,70.857,38.942,26.59409868099108,0.7947052651066211,6560.6676668989485
Ca8 V4 N12,343.3126479959608,3.349349812722857,mp-17892,-7.536493444166666,-7.716993444166666,-1.366228343333332,-0.18503423486111,14.290179753253346,93.415,50.422,43.28343710952368,1.261275251711107,11560.110974882185
Li8 Ti4 O12,218.4959652963505,3.336254068717503,mp-2931,-7.064657864166667,-7.408157864166667,-2.981954403333334,-0.075886318750002,9.094362423150708,110.301,71.679,59.01048920965434,2.005538252760959,18322.736253495146
Li4 C2 O6,122.89828155348656,1.9967525133255992,mp-3054,-6.553036798333333,-6.896536798333333,-2.248137758194444,-0.332590933333332,10.202718020159464,53.936,28.12,27.027319260259368,1.52899235856389,10166.342839917526
Li4 Zr2 O6,126.10426640088644,4.032147570765366,mp-4156,-7.231620867499999,-7.5751208675,-3.040215971111111,-0.016765959999999,10.495193624475103,100.625,55.316,50.980052248338446,1.476842300832118,19012.157785659452
Ca2 Al8 O14,306.9574801089979,2.813028580019038,mp-4867,-7.365191392083333,-7.7659413920833344,-3.463972205833333,-0.028274487500007,12.764173597979086,113.819,47.283,46.45958689820655,1.4621468380956562,12880.157379908667
Y2 Nb2 O8,153.5547716204111,5.316367859262629,mp-5387,-9.152548938333334,-9.610548938333332,-3.550612242777777,-0.126109133616067,12.77922527657021,133.321,55.399,53.51287514209565,1.150715528884699,18688.5794981436
K8 Re12 S24,993.506169778323,5.543726482755981,mp-541638,-6.641109699772727,-6.915473336136364,-1.063375277022727,-0.113544237954545,22.68100957258273,35.777,19.961,8.092925575181452,0.453426217227151,1516.7898040339514
Na8 Re12 S24,910.3210368314147,5.815240440647148,mp-541895,-6.614739959318182,-6.889103595681818,-0.998437109941222,-0.046229901136364,20.81092773444449,36.443,20.662,8.059841211256096,0.476733670198228,1555.2672472159304
Na1 Sc1 O2,48.126046015702485,3.448480181277178,mp-7914,-7.239804845,-7.583304845,-3.19557574288793,-0.175666963906249,12.013250283280756,100.745,66.176,100.38987682270766,1.572508677063679,51614.12775587334
Na1 Ti1 S2,74.09443722615984,3.025204220021946,mp-7942,-5.718097055,-5.969597055,-1.596867794033765,-0.066910212941177,18.470591238632217,50.05,34.134,45.25661577078287,0.9014608791207532,20151.252842361202
K1 Sc1 O2,56.28762089947552,3.4236757107926943,mp-8188,-7.089575955,-7.433075955,-3.098378439499999,-0.149973581406249,14.059131930147917,95.827,57.465,88.91959612596038,1.335163634317519,43390.948889605395
K1 Y1 O2,66.13633863136324,4.01732474333644,mp-8409,-7.1159740675,-7.459474067499999,-3.091276049916666,-0.112487542874999,16.519364177443062,78.584,46.437,63.30370999192221,0.996291198525446,29274.400350878146
Mg1 C1 N2,44.77318977593276,2.385824739158561,mp-9166,-7.4920617225,-7.6725617225,-0.7970778743749991,-0.423944190729167,11.175477877588635,96.751,31.757,53.72658986446041,1.4405164982025092,28295.623831338125
K4 Be1 P2,228.85935046890336,1.6496087316161172,mp-9872,-3.088014648571428,-3.088014648571428,-0.372641267666666,-0.123518269380952,32.74063314775083,18.358,8.524000000000001,9.139761801495268,0.430318313798928,2794.369342244397
Na1 Sc1 S2,81.5464938428678,2.689469755036532,mp-999460,-5.72142923,-5.97292923,-1.9909556969504312,-0.145030107812496,20.4387730817204,51.116,31.329,45.52101036918888,0.866651780193152,19631.739158673478
La2 Al2 O6,111.48523772318232,6.371511644012949,mp-2920,-8.015086556,-8.427286556,-3.722193366,-0.022277368750001,11.129565024264698,180.191,101.264,106.8284911200135,1.5256407698320031,41510.072532097096
Na6 B6 O12,273.0655809072435,2.4008025136935123,mp-3889,-6.743581527500001,-7.0870815275,-2.612621758929597,-0.025200148125003,11.342309796790714,45.442,20.982,14.112980123342354,1.13240576574603,4068.221241648293
Ca2 C2 O6,127.45632255482008,2.607924101460024,mp-3953,-7.491437566,-7.903637566,-2.6880078885,-0.303902690000002,12.675248526652448,75.231,33.182,29.41485002724792,1.271051222577933,10930.805842674981
Na2 N2 O6,132.88301882780115,2.12422881771326,mp-4531,-5.855773277,-6.267973277,-1.367392630310345,-0.432546868333333,13.036310383839073,26.795,12.399,9.418950209861142,0.8365615299483501,3451.8494588433623
Mg2 C2 O6,96.59042759222018,2.898973086527482,mp-5348,-7.17089781,-7.58309781,-2.4485320985,-0.165472996000002,9.626248608052745,103.452,56.315,63.904357025027664,1.86105428453996,26047.058569379155
Li2 N2 O6,100.9899540100956,2.267301965112421,mp-8180,-5.992779224,-6.404979224,-1.387119062666667,-0.315282861,10.033952984010735,39.77,22.996,19.074054914830768,1.299864722705669,7659.94517558808
Sc2 B2 O6,102.9641845457813,3.34691180679912,mp-8697,-8.595889934999999,-9.008089935,-3.436941156833332,-0.019433798649998,10.278718105041516,158.788,71.217,93.59773208302458,1.8917752174239,37346.01311871799
Ba8 Al16 O32,861.0196060317609,3.9387271447456462,mp-4202,-7.2272895925,-7.619861021071428,-3.4481509325,-0.100528566655843,15.345592481882628,84.0,41.224,24.033908400875173,1.009420065013414,4724.528502448637
Zr2 Fe12 P7,243.579904374108,7.290370203742205,mp-540809,-8.194614945714287,-8.194614945714287,-0.73610193015873,-0.108452079206349,11.652509715087202,215.004,126.142,108.74091849783804,1.543383428797236,32562.443537594205
Ce2 Fe12 P7,256.79233705091724,7.547584369740533,mp-541196,-7.927460676190476,-7.927460676190476,-0.717958277301586,-0.043333774841283,12.236054548055115,176.981,112.719,88.8230693982432,1.375586649731213,26133.821360578186
Sr6 Re2 N6,288.19645123259977,5.659121146737977,mp-1029531,-6.7508299914285725,-6.905544277142857,-0.830902517142857,-0.060165515982142,20.621430973689773,58.683,28.697,20.14059344833912,0.5781894570200921,5702.261846199167
Sr6 W2 N6,297.10548634690974,5.462967579595019,mp-1029655,-6.947062746428571,-7.101777032142857,-0.953763408571427,-0.243506131142858,21.205314724480843,56.853,29.774,21.192385667821025,0.584726676256172,5939.465896602059
Ca6 Fe2 N6,224.787910509392,3.222255819946849,mp-1029659,-6.415677328571428,-6.570391614285714,-0.9280622392857132,-0.062624135999996,16.04897367859684,71.871,46.556,45.14193198250619,1.126876923204235,13884.383341889721
Ca6 Mo2 N6,248.8033467212331,3.446427840016254,mp-1029719,-6.807747997142857,-6.962462282857143,-0.980757350714285,-0.023360694464286,17.725622890462986,52.788,22.998,18.64041517844521,0.7377427038013831,5542.454015469155
Sr6 Cr2 N6,278.7111223700792,4.2524809762046765,mp-12906,-6.504719957857143,-6.659434243571428,-0.983575299999999,-0.046794350580356,19.920153890371022,47.647,29.98,22.157519903960868,0.683664127832872,6343.672562261099
Ba6 Fe2 N6,325.858440318452,5.196240228481524,mp-8306,-6.162907513571429,-6.317621799285715,-0.712417398571429,-0.164550561428572,23.25414160968436,31.23,19.247,11.004240145676675,0.447424611788499,2990.576023079228
Ba6 Mn2 N6,329.12141985971533,5.135571755466184,mp-9324,-6.361262441428572,-6.515976727142857,-0.811916028990148,-0.102243661785713,23.49226830981905,32.686,20.268,11.957085088754807,0.458523995863889,3238.752256438247
Sr6 Mn2 N6,272.91160611887346,4.378649160260108,mp-9325,-6.323373365714286,-6.478087651428572,-0.872376161847291,-0.023938593577588,19.473893211956845,51.62,31.792,23.819723525037585,0.705085110273535,6867.527469089709
